Tanggal,suhu,kelembapan,curah hujan,kecepatan angin harian
2022-12-01,25.2,90,28.1,3
2022-12-02,26.1,88,50.5,3
2022-12-03,25.3,94,3.7,3
2022-12-04,25.7,86,2.1,3
2022-12-05,26.7,87,30.6,2
2022-12-06,26.5,89,8888,2
2022-12-07,26,90,0,2
2022-12-08,25.9,89,8888,4
2022-12-09,23.4,94,67.3,3
2022-12-10,23.4,95,30.7,4
2022-12-11,22.7,94,65.3,3
2022-12-12,24.7,87,35.8,2
2022-12-13,25.8,89,4,2
2022-12-14,24.6,92,4.3,2
2022-12-15,25.4,88,62.7,2
2022-12-16,26.8,83,0,3
2022-12-17,25.5,90,0,2
2022-12-18,25.4,90,5.3,2
2022-12-19,25.8,85,14.4,2
2022-12-20,25.9,89,0,2
2022-12-21,25.6,90,0,3
2022-12-22,25.3,92,2.5,2
2022-12-23,27.1,86,2.7,2
2022-12-24,26.6,87,0,2
2022-12-25,25.8,86,2.4,2
2022-12-26,26.7,90,0,2
2022-12-27,24.9,94,0.2,2
2022-12-28,25.8,85,5,2
2022-12-29,26.3,85,0,3
2022-12-30,26.4,84,0.4,3
2022-12-31,24.7,84,6.6,2
2023-01-01,26.1,82,8888,2
2023-01-02,26.2,84,3.1,2
2023-01-03,26.6,85,0,3
2023-01-04,25.8,88,0,2
2023-01-05,26.6,86,7.6,3
2023-01-06,26.5,82,0,3
2023-01-07,25.8,87,25.5,3
2023-01-08,25.6,84,33.1,2
2023-01-09,25.7,82,0.2,3
2023-01-10,26,86,0,2
2023-01-11,25.8,88,5.2,2
2023-01-12,26.3,87,0,2
2023-01-13,26.5,86,0,2
2023-01-14,26.7,82,0,3
2023-01-15,26.6,85,0,3
2023-01-16,25.9,88,0.1,4
2023-01-17,25.9,85,1,3
2023-01-18,25.4,80,0,3
2023-01-19,26,87,0,2
2023-01-20,25.8,84,3.3,3
2023-01-21,23.9,96,31,2
2023-01-22,25.3,88,29.3,3
2023-01-23,25.6,92,7.8,2
2023-01-24,24.8,91,5.3,2
2023-01-25,26,80,0,3
2023-01-26,26.2,83,0,3
2023-01-27,26.1,84,0,3
2023-01-28,26.3,84,0,2
2023-01-29,27.6,78,0,3
2023-01-30,26.5,84,8888,3
2023-01-31,26.2,87,5.8,2
2023-02-01,26.1,87,0.6,3
2023-02-02,26.6,83,0,2
2023-02-03,26.1,86,0,2
2023-02-04,27,86,4,2
2023-02-05,26.4,87,0.8,2
2023-02-06,25.8,86,8888,2
2023-02-07,26.6,86,0,2
2023-02-08,26.1,92,0.6,2
2023-02-09,26.8,81,2.3,2
2023-02-10,26.8,82,8888,2
2023-02-11,26.8,86,8888,2
2023-02-12,26.7,86,0,2
2023-02-13,26.9,80,0,3
2023-02-14,25.8,85,0,3
2023-02-15,26.7,77,0,2
2023-02-16,26.4,79,0,3
2023-02-17,27.1,80,0,3
2023-02-18,27.1,80,0,2
2023-02-19,26.9,82,0,2
2023-02-20,26.6,84,0.8,2
2023-02-21,27.5,83,0,3
2023-02-22,26,84,1.4,2
2023-02-23,27.1,83,0,3
2023-02-24,27.2,82,0.6,3
2023-02-25,26.9,83,0,3
2023-02-26,25.1,86,0,2
2023-02-27,27.2,81,9.2,2
2023-02-28,26.7,83,0,3
2023-03-01,24.1,96,33,2
2023-03-02,26.7,84,17.2,3
2023-03-03,25.9,84,26.5,2
2023-03-04,26.1,83,24.2,3
2023-03-05,25.4,91,0.5,2
2023-03-06,25.9,88,24.6,3
2023-03-07,26.8,80,0,2
2023-03-08,27.1,83,0,2
2023-03-09,26.3,88,0,2
2023-03-10,27.2,82,1.4,2
2023-03-11,26,87,8888,2
2023-03-12,26.7,82,3.8,2
2023-03-13,26.5,87,0,3
2023-03-14,27,83,0,3
2023-03-15,27,82,3,3
2023-03-16,27.1,83,0,3
2023-03-17,27.1,85,0,3
2023-03-18,27.3,82,0,3
2023-03-19,27.9,85,0,2
2023-03-20,27.9,87,0,2
2023-03-21,26,90,0,2
2023-03-22,27.4,84,2.7,3
2023-03-23,27.5,84,8888,3
2023-03-24,26.3,84,0,3
2023-03-25,26.8,86,0,3
2023-03-26,27.6,86,1,3
2023-03-27,27.2,84,0,2
2023-03-28,27.1,84,0,2
2023-03-29,26.8,87,8888,3
2023-03-30,27.5,84,0,3
2023-03-31,27.5,80,0,2
2023-04-01,26.9,77,0,2
2023-04-02,27.5,82,0,3
2023-04-03,25.3,90,4.5,2
2023-04-04,26.8,84,1.5,3
2023-04-05,27.6,82,0,3
2023-04-06,27,79,0,3
2023-04-07,27.4,79,0,3
2023-04-08,27.7,81,0,3
2023-04-09,27.3,86,0.5,2
2023-04-10,26.7,80,6,2
2023-04-11,27.8,82,0,3
2023-04-12,27.8,80,0,3
2023-04-13,28.8,84,0.5,3
2023-04-14,28.2,80,0,3
2023-04-15,29.2,81,0,3
2023-04-16,28.8,81,0,3
2023-04-17,28.1,82,0,3
2023-04-18,28.3,82,8888,2
2023-04-19,28.7,84,0,3
2023-04-20,25.7,88,0.4,2
2023-04-21,27.6,82,0,3
2023-04-22,28.1,83,0,2
2023-04-23,27.2,86,0,3
2023-04-24,26.2,90,8.7,3
2023-04-25,27.7,81,0.1,2
2023-04-26,28.4,92,0,2
2023-04-27,26.6,85,8.9,2
2023-04-28,26.8,85,2.2,2
2023-04-29,28.5,82,1.4,2
2023-04-30,27,85,0,2
2023-05-01,28.4,79,0,2
2023-05-02,28.3,80,0,2
2023-05-03,28.4,82,1.4,2
2023-05-04,28.1,82,8888,3
2023-05-05,27.9,86,0,3
2023-05-06,27.2,89,24.5,3
2023-05-07,28.5,82,27.1,3
2023-05-08,28.4,84,0,2
2023-05-09,29.2,74,0,2
2023-05-10,28.3,76,0,2
2023-05-11,29,77,0,3
2023-05-12,29.6,75,0,2
2023-05-13,29.8,83,0,3
2023-05-14,27.7,82,0,3
2023-05-15,27.7,86,0,2
2023-05-16,28.1,83,0,2
2023-05-17,27.5,83,0,3
2023-05-18,27,84,1.5,3
2023-05-19,27.4,85,2.4,2
2023-05-20,28,80,2.4,3
2023-05-21,27.7,83,46,2
2023-05-22,26.9,85,8888,3
2023-05-23,28.3,82,55.8,2
2023-05-24,27.4,83,0,2
2023-05-25,28.2,84,0,3
2023-05-26,27.4,83,0,2
2023-05-27,27.1,84,2.3,3
2023-05-28,27.7,83,48.5,3
2023-05-29,28.9,78,0.8,2
2023-05-30,28.4,78,0,3
2023-05-31,27.8,83,0,2
2023-06-01,29.1,79,0.4,3
2023-06-02,28,86,0,1
2023-06-03,27.4,87,0,3
2023-06-04,27.2,88,9.5,2
2023-06-05,28.2,84,0.5,3
2023-06-06,26.3,88,1.1,3
2023-06-07,28.3,86,2.2,2
2023-06-08,28.5,84,0,3
2023-06-09,28.5,79,0,2
2023-06-10,28,84,0,3
2023-06-11,27.6,82,0,3
2023-06-12,26.4,86,8888,2
2023-06-13,28.4,80,4.8,3
2023-06-14,27.9,84,0,3
2023-06-15,28.4,79,0,2
2023-06-16,28.3,76,0,2
2023-06-17,28.9,80,0,2
2023-06-18,28.2,82,0.6,2
2023-06-19,28.1,78,0,3
2023-06-20,28.8,78,0,2
2023-06-21,28.6,85,0,3
2023-06-22,27.6,88,0,2
2023-06-23,26.5,94,0,2
2023-06-24,28.2,81,0.4,3
2023-06-25,27.9,82,8888,2
2023-06-26,27.4,82,0,2
2023-06-27,28.1,82,0,2
2023-06-28,28,84,5.8,3
2023-06-29,27.1,81,0,3
2023-06-30,27.7,88,0,2
2023-07-01,27.3,82,2.5,3
2023-07-02,28.3,82,0,3
2023-07-03,27.9,84,3,2
2023-07-04,28.3,83,0,2
2023-07-05,27.9,85,18.4,2
2023-07-06,28.8,82,0.5,2
2023-07-07,28.4,84,8888,2
2023-07-08,27.6,84,4.6,2
2023-07-09,27.1,88,4,2
2023-07-10,27.2,88,0.2,2
2023-07-11,27.2,84,16.2,2
2023-07-12,27,88,0,2
2023-07-13,27.1,85,0,2
2023-07-14,25,94,8888,2
2023-07-15,27.1,78,4.4,2
2023-07-16,27.6,82,0,3
2023-07-17,27.9,82,0,3
2023-07-18,28,87,0,2
2023-07-19,28,87,0,2
2023-07-20,26.6,88,0,2
2023-07-21,27.7,87,0,3
2023-07-22,28,83,8888,3
2023-07-23,28.3,83,0,2
2023-07-24,28.3,85,0,2
2023-07-25,28.3,83,0,2
2023-07-26,28.4,83,8888,2
2023-07-27,28.6,85,1.4,2
2023-07-28,28.9,83,8888,3
2023-07-29,28.5,80,0,3
2023-07-30,29.1,81,0,4
2023-07-31,27.2,87,38.2,3
2023-08-01,27.8,84,10.4,2
2023-08-02,27.5,88,1.3,2
2023-08-03,28.1,84,0,3
2023-08-04,28.3,83,1.2,3
2023-08-05,28.1,84,0,3
2023-08-06,27.9,87,0.4,2
2023-08-07,27.7,86,1,2
2023-08-08,27.3,84,0,3
2023-08-09,27.3,86,0,2
2023-08-10,27.6,85,0,2
2023-08-11,26.7,85,0,2
2023-08-12,27.6,84,0.2,3
2023-08-13,27.9,85,0,2
2023-08-14,27,87,0,2
2023-08-15,25.7,92,0,3
2023-08-16,27.7,86,2.7,4
2023-08-17,27,86,18.2,3
2023-08-18,27.1,85,2.8,2
,,,,
